Indian Port,Cush,BE_NO,BE_DATE,CTH,ITEM,GRADE,QTY,UQC,UNIT_VALUE_INR,InvoiceUnitPriceFC,Invoice_Currency,TOTAL_VALUE,UPI,Total_Duty_Paid,IEC,IMPORTER,ADDRESS,CITY,Supp_Name,Supp_Address,CHA_NAME,Port_Of_Shipment,COUNTRY
Jnpt,Innsa1,2243195,2025-05-23,29413090,Azithromycin Amine Having Purity Nmt 94 Persentage Azithromycin Amine Having Purity Nmt 94 Persentage,USP,3670.1,Kg,10743.46,124.3,Usd,54791648,,15196464,0388036591,Mehta Pharmaceutical Industries,314 Janki Centre Plot No.29 Shah Indl Est Off Veera Desai Rd,Andheri(W) Maharashtra,Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village, Zhongxinhe Town, Qiezihe District, China",29,Shanghai,China
Jnpt,Innsa1,2243195,2025-05-23,29413090,Azithromycin Amine Having Purity Nmt 94 Persentage Azithromycin Amine Having Purity Nmt 94 Persentage,USP,3800,Kg,10743.46,124.3,Usd,56242016,,0,0388036591,Mehta Pharmaceutical Industries,314 Janki Centre Plot No.29 Shah Indl Est Off Veera Desai Rd,Andheri(W) Maharashtra,Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village, Zhongxinhe Town, Qiezihe District, China",29,Shanghai,China
Jnpt,Innsa1,0,2026-02-10,29413090,Azithromycin Amine Having Purity Nmt 94% Azithromycin Amine Having Purity Nmt 94%,USP,3821,Kg,11239.11,11239.11,Inr,2211496.5,,447496.31,0388036591,Mehta Pharmaceutical Industries,"314,Janki Centre,Plot No.29, Shah Indl Est,Off Veera Desai Rd",Andheri(W) Maharashtra,Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co., Ltd.Pacific Road No. 1, Nuanquan Econom Ic Zone, Helan County,Yinchuan, Nin Gxia, China Chinachina",29,Shanghai,China
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,3850,Kg,12096,140,Usd,731735.44,,148066.7,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),China
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,3900,Kg,12096,140,Usd,735690.81,,148867.09,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),China
Jnpt,Innsa1,0,2026-02-05,29419090,Azithromycin Amine(Not For Medicinal Use) Azithromycin Amine(Not For Medicinal Use),USP,3950,Kg,11039.61,11039.61,Inr,15455460,,0,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F,32/F,Plaza 88 No.88 Yeung Uk Road. Tsuen Wan, Nt,Hong Kong,Ch Ina Chinachina",29,Shanghai,China
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,3950,Kg,12096,140,Usd,746069.19,,150967.09,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),China
Jnpt,Innsa1,9364648,2025-04-08,29419090,Azithromycin Amine Azithromycin Amine,USP,4000,Kg,10941.67,126.3,Usd,5136895,,1039450.69,0388036591,Mehta Pharmaceutical Industries,314 Janki Centre Plot No 29 Shah Indl Est Off Veera Desai Rd,Andheri(W) Maharashtra,Heilongjiang Lianshun Biotech Co Ltd,Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village Zhongxinhe Town Qiezihe District China,29,Shanghai,China
Jnpt,Innsa1,0,2026-02-07,29419090,Azithromycin Amine. (Not For Medicine Use). Azithromycin Amine. (Not For Medicine Use).,USP,4000,Kg,11148.72,11148.72,Inr,55743596,,15460487,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co.Ltd.No.1 Pacific Road,Nuanquan Industri Al Zone,Helan,County,Yinchuan,Ningx Ia ., , China Chinachina",29,Shanghai,China
Bombay Air Cargo,Inbom4,9175,2025-10-28,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,4000,Kg,11150.16,123,Usd,369000,,9277491,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q Chinachina",29,Chongqing,China
Jnpt,Innsa1,0,2026-02-10,29413090,Azithromycin Amine Having Purity Nmt 94% Azithromycin Amine Having Purity Nmt 94%,USP,4000,Kg,11239.11,11239.11,Inr,132657776,,36792636,0388036591,Mehta Pharmaceutical Industries,"314,Janki Centre,Plot No.29, Shah Indl Est,Off Veera Desai Rd",Andheri(W) Maharashtra,Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co., Ltd.Pacific Road No. 1, Nuanquan Econom Ic Zone, Helan County,Yinchuan, Nin Gxia, China Chinachina",29,Shanghai,China
Bombay Air Cargo,Inbom4,0,2026-02-03,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,4000,Kg,11273.76,11273.76,Inr,38894484,,10787385,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co. Ltd.Pacific Road No.1Nuanquan Economic Zone Helan, County Yinchuan, Ningxi A, China. , , China Chinachina",29,Chongqing,China
Bombay Air Cargo,Inbom4,0,2026-02-05,29419090,Azithromycin Amine (Not For Medicinal Use) Azithromycin Amine (Not For Medicinal Use),USP,4000,Kg,11291.76,11291.76,Inr,28229392,,7829422,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing, Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F, 32/F, Plaza 88 No.88, Yeu Ng Uk Road, Tsuen Wan, Hong Kong, Sdnf Chinachina",29,Shanghai - Pu Dong,China
Bombay Air Cargo,Inbom4,0,2026-02-07,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,4000,Kg,11307.95,11307.95,Inr,38447028,,10663284,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co. Ltd.Pacific Road No.1Nuanquan Economic Zone Helan, County Yinchuan, Ningxi A, China. , , China Chinachina",29,Chongqing,China
Bombay,Inbom4,3438661,2025-07-23,29419090,Azithromycin Dihydrate Working Standard (250 Mg) (Foc) Azithromycin Dihydrate Working Standard (250 Mg) (Foc),USP,0.25,Gms,3159.52,36.4,Usd,789.88,,219,0302045805,Bdr Pharmaceuticals International Pvt Ltd,"407/408,Sharda Chambers,,New Marine Lines,","Mumbai, Maharashtra.",Tapi Croatia Industries Ltd,Tapi Croatia Industries Ltdprudnicka Cesta 54 10291 Prigorje Brdovecko Croatia Hr,29,Zagreb,Croatia
Jnpt,Innsa1,0,2026-02-05,29415000,Azithromycin Amine Azithromycin Amine,USP,4000,Kg,11400,11400,Inr,31920000,,0,3410006061,Alembic Pharmaceuticals Ltd,Alembic Road Vadodara,Gujarat,Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Ltdoffice F,32/F,Plaza 88 No.88 Y Eung Uk Roadtsuen Wan,Nt,Hong Kong, Sdnf Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2026-02-09,29419090,Azithromycin Azithromycin,USP,4000,Kg,13121.74,13121.74,Inr,26243484,,0,0396051049,Medico Remedies Ltd,"50, Juhu Supreme Shopping Centre, Gulmohar Cross Road No. 9,","Juhu, Mumbai,Maharashtra",Zhejiang Guobang Pharmaceutical Co Ltd,"Zhejiang Guobang Pharmaceutical Co.Ltd.No.6 Weiwu Road, Hangzhou Gulf,S Hangyu Economic And Technological D Evelopment Zonezhejiang Chinachina",29,Shanghai,China
Jnpt,Innsa1,4521535,2025-09-15,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,4050,Kg,10674.43,123.5,Null,42163988,,11694182,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est,Off Veera D. Rd,Andheri-W",,Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,9730948,2025-04-26,29419090,Azithromycin Ip2022/Usp43/Ep11. Azithromycin Ip2022/Usp43/Ep11.,USP,4200,Kg,12096,140,Usd,6668646,,1349400.38,0303042826,Gorang International,48 Chandra Gupta Estate New Link Road Andheri (West),"Mumbai, Maharashtra.",Zhejiang Guobang Pharmaceutical Co Ltd,No.6 Weiwu Road Hangzhou Gulf Shang Yu Economic And Technological Devel Opment Zone Zhejiang China 312369 China,29,Shanghai,China
Jnpt,Innsa1,4287850,2025-09-04,29419090,Azithromycin Ep,EP,4250,Kg,11494.3,137,Null,11494300,,2239664.5,0388063262,J B Chemicals And Pharmaceuticals Ltd,"Neelam Centre, B Wing, 4Th Floor, Hind Cycle Road, Worli",,Brilliant Pharmaceutical Ltd,"6/F Manulife Place,348 Kwun Tong Rd, Klhong Kong China",29,Shanghai,China
Tughlakabad,Intkd6,4,2025-10-11,29419090,Azithromycin Ip/Usp Azithromycin Ip,USP,4350,Kg,12558,140,Usd,140000,,3482961.25,0507015665,Next Wave India,"F-134-135, Lajpat Nagar-I, New Delhi",New Delhi,Zhejiang Guobang Pharmaceuticals Co Ltd,Zhejiang Guobang Pharmaceuticals Co.Ltd.No.6 Weiwu Road Hangzhou Gulf Shang Yu Economic And Technological Devel Opment Zone Zhejiang P.R. China - 3 Chinachina,29,Shanghai,China
Delhi,Indel4,17,2025-10-30,29415000,Azithromycin Amine Batch No. C21-202509033-34 & C21-202510001 Mfg. Date. Sep.20-2025 Exp. Sep.19-2029Azithromycin Amine Batch No. C21-202509033-34 & C21-20251000,USP,4400,Kg,11325,129.72,Usd,129725,,3140988.75,Aahcv3542J,Vincit Labs Pvt Ltd,"1C,1St Floor,Big Jos Tower, A-8 Netaji Subhash Place, Pitampura Contact No: 919015782517",New Delhi,Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limited.F,32/F, Plaza 88 No. 88 Yeung Uk Road, Tsuen Wan, Nt Hong Kong Chinachina",29,Shanghai,China
Chennai,Inmaa1,4566319,2025-09-17,29419090,Azithromycin Ip/Usp/Ep (Dihydrate) Azithromycin Ip/Usp/Ep (Dihydrate),USP,4400,Kg,12306,140,Null,12306000,,0,0791011739,Bal Pharma Ltd,"5Th Floor,Laxmi Narayan Complex, 10/1 Palace Road",,Hebei Guolonh Pharmaceutical Co Ltd,"No.9 Xingye Street, Shuiazhuang Eco Nomic And Technological Development Zone Shijiazhuang City Cn China",29,Shanghai,China
Chennai,Inmaa1,4566316,2025-09-17,29419090,Azithromycin Ip/Usp/Ep (Dihydrate) Azithromycin Ip/Usp/Ep (Dihydrate),USP,4400,Kg,12306,140,Null,9229500,,0,0791011739,Bal Pharma Ltd,"5Th Floor,Laxmi Narayan Complex, 10/1 Palace Road",,Hebei Guolonh Pharmaceutical Co Ltd,"No.9 Xingye Street, Shuiazhuang Eco Nomic And Technological Development Zone Shijiazhuang City Cn China",29,Shanghai,China
Chennai,Inmaa1,4566309,2025-09-17,29419090,Azithromycin Ip/Usp/Ep (Dihydrate) Azithromycin Ip/Usp/Ep (Dihydrate),USP,4450,Kg,12306,140,Null,3076500,,853267.31,0791011739,Bal Pharma Ltd,"5Th Floor,Laxmi Narayan Complex, 10/1 Palace Road",,Hebei Guolonh Pharmaceutical Co Ltd,"No.9 Xingye Street, Shuiazhuang Eco Nomic And Technological Development Zone Shijiazhuang City Cn China",29,Shanghai,China
Jnpt,Innsa1,4468642,2025-09-12,29419090,Azithromycin Amine Having Purity Nmt 94% Azithromycin Amine Having Purity Nmt 94%,USP,4530.52,Kg,10722.83,124.3,Null,128673912,,35687708,0388036591,Mehta Pharmaceutical Industries,"314,Janki Centre,Plot No.29, Shah Indl Est,Off Veera Desai Rd",,Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village, Zhongxinhe Town, Qiezihe District, China",29,Shanghai,China
Hyderabad,Inhyd4,0,2025-12-04,29419090,Azithromycin Dihydrate [1G X 1Ea] A2076-1G Azithromycin Dihydrate [1G X 1Ea] A2076-1G,USP,1,Nos,994.67,10.99,Usd,994.67,,275.9,Aagct6788F,Tokyo Chemical Industry India Pvt Ltd,"Suite No.Cs-10,Building 450,Genome ,Valley,Shameerpet Mandal,Turkapall","Hyderabad,Telangana",Tokyo Chemical Industry Co Ltd,"Tokyo Chemical Industry Co., Ltd.8F T-Plus, 16-12 Nihonbashi- Kodemmacho, Chuo-Ku, Tokyo, 103-0001 Japanjapan",29,Tokyo - Narita,Japan
Bangalore,Inblr4,3888909,2025-08-14,29419090,Y0000306 Azithromycin [200Mg] [For Further Sale] Y0000306 Azithromycin [200Mg] [For Further Sale],USP,1,Nos,10758.52,125.68,Usd,10758.52,,2983.9,0703003453,Sigma Aldrich Chemicals Pvt Ltd,,,Sigma Aldrich International Gmbh," industriestrasse 25,Ch-9471 Buchs Sdnf Sdnf Switzerlandswitzerland",29,Frankfurt/Main Int'L,France
Madras Sea,Inmaa1,9437190,2025-04-11,29419090,Azithromycin Ip Azithromycin Ip,IP,4682,Kg,12124,141.97,Usd,3031000,,840647.88,0791011739,Bal Pharma Ltd,5Th Floor Laxmi Narayan Complex 10/1 Palace Road,Bangalore,Zhejiang Guobang Pharmaceutical Co Ltd,Add: No.6 Weiwu Road Hangzhou Gul F Shangyu Industrial Zone Zhejian G Cn,29,Shanghai,China
Bangalore,Inblr4,2120165,2025-05-17,29419090,Y0000307 Azithromycin Impurity A [10Mg] [For Further Sale] Y0000307 Azithromycin Impurity A [10Mg] [For Further Sale],USP,1,Nos,9366.3,9366.3,Inr,9366.3,,2597.7,0703003453,Sigma Aldrich Chemicals Pvt Ltd,Plot.No.12 Bommasandra-Jigani Link Road Indl.Area Anekal Tq,Bangalore,Sigma Aldrich International Gmbh,Industriestrasse-25-Ch 9471 Buchs Sdnf Sdnf Switzerland,29,Frankfurt/Main Int'L,France
Jnpt,Innsa1,4247971,2025-09-02,29419090,Azithromycin Amine. Azithromycin Amine,USP,4748.65,Kg,10713.6,124,Null,19820160,,5497121.5,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown Dumral, Tal. Nadiad",,Brilliant Pharmaceutical Ltd,"Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China",29,Shanghai,China
Chennai,Inmaa1,4,2025-10-23,29419090,Azithromycin Ip/Usp Azithromycin Usp,USP,4775,Kg,12152,139.2,Usd,69599.05,,1229478.62,0488001081,Medopharm,"25, 2Nd Puliyur Main Road, Trustpuram, Kodambakkam,","Chennai, Tamilnadu",Zhejiang Guobang Pharmaceutical Co Ltd,"Zhejiang Guobang Pharmaceutical Co Ltdno.6, Weiwu Road Hangzhou Gulf, Shangyu Economic & Technological Development Zone,Zhejiang, Chinachina",29,Shanghai,China
Chennai,Inmaa1,0,2025-10-06,29419090,Azithromycin Ip/Usp Azithromycin Usp,USP,4800,Kg,12152,139.2,Usd,69599.05,,1229478.62,0488001081,Medopharm,"25, 2Nd Puliyur Main Road, Trustpuram, Kodambakkam,","Chennai, Tamilnadu",Zhejiang Guobang Pharmaceutical Co Ltd,"Zhejiang Guobang Pharmaceutical Co Ltdno.6, Weiwu Road Hangzhou Gulf, Shangyu Economic & Technological Development Zone,Zhejiang, Chinachina",29,Shanghai,China
Jnpt,Innsa1,4522833,2025-09-15,29419090,Azithromycin Amine. Azithromycin Amine.,USP,4925,Kg,10897.8,123,Null,27244500,,7556262,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown Dumral, Tal. Nadiad",,Brilliant Pharmaceutical Ltd,"Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China",29,Shanghai,China
Jnpt,Innsa1,9746609,2025-04-28,29419090,Azithromycin Amine. Azithromycin Amine.,USP,5000,Kg,10022.4,116,Usd,10022400,,2028032.62,3498003259,Envee Drugs Pvt Ltd,N H No 8 B/H K Manibhai Godown Dumral Tal Nadiad,Dist. Kheda (Gujarat),Zhejiang Ueasy Business Service Co Ltd,No.22 Great Wall Street Xiacheng Distr Ict Hangzhou China Chin A China,29,Shanghai,China
Jnpt,Innsa1,2012517,2025-05-12,29419090,Azithromycin Amine Azithromycin Amine,USP,5000,Kg,10522.65,123,Usd,14679097,,4071247.5,0398002223,Calyx Chemicals And Pharmaceuticals Ltd,Unit No.2 Marwahs Complex Marwah Eatate Sakinaka Sakivihar Road,"Andheri,East, Mumbai ,Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Pacific Road No.1,Nuanquan Economic Zone, Helan Country, Yinchuan,Ningx Ia China",29,Shanghai,China
Jnpt,Innsa1,8715,2025-11-11,29419090,Azithromycin Amine. (Not For Medicine Use). Azithromycin Amine. (Not For Medicine Use).,USP,5000,Kg,10654.36,119,Usd,53271784,,14774930,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown ,Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Ningxia Taiyicin Biotech Co Ltd,"Pacific Road No. 1, Nuanquan Econom Ic Zone, Helan County, Yinchuan, Ni Ngxia, China ., , China China",29,Shanghai,China
Jnpt,Innsa1,9781347,2025-04-29,29415000,Azithromycin Amine Having Purity Nmt 94% Azithromycin Amine Having Purity Nmt 94%,USP,5000,Kg,10674.92,123.5,Usd,23442118,,0,0388114533,Mehta Api Pvt Ltd,315 318 Janki Centre Pl No 29 Shah Indl Est Off Veera D Rd Andheri W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co,Jianghe Integration Green Intellige Industrial Zone Xinli Village Zhongxinhe Town Qiezihe District China,29,Shanghai,China
Jnpt,Innsa1,9378033,2025-04-09,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,5000,Kg,10699.62,123.5,Usd,53498080,,10825337,0388114533,Mehta Api Pvt Ltd,315 318 Janki Centre Pl No 29 Shah Indl Est Off Veera D Rd Andheri W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co,Jianghe Integration Green Intellige Industrial Zone Xinli Village Zhongxinhe Town Qiezihe District China,29,Shanghai,China
Bombay,Inbom4,7875582,2025-01-19,29415000,Intermediate Azithromycin Amine Intermediate Azithromycin Amine,USP,5000,Kg,10800.4,124,Usd,32401200,,8986473,0889010374,Century Pharmaceuticals Ltd,"406,World Trade Centre,Sayajigunj,,N/A",Vadodara Guj.,Heilongjiang Lianshun Biotech Co Ltd,"D (Jianghe Integration Green Intell Ig Industrial Zone) Xinli Village, Zhongxinhe Town, Qiezihe District, China",29,Chengdu,China
Jnpt,Innsa1,4411914,2025-09-10,29419090,Azithromycin Amine. Azithromycin Amine.,USP,5000,Kg,10897.8,123,Null,27244500,,7556262,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown Dumral, Tal. Nadiad",,Brilliant Pharmaceutical Ltd,"Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China",29,Shanghai,China
Jnpt,Innsa1,0,2025-11-03,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,5000,Kg,10912.76,123,Usd,37921840,,10517623,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah ,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,941,2025-11-03,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,5000,Kg,10912.76,123,Usd,75570864,,20959580,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah ,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,5,2025-11-18,29419090,Azithromycin Amine.(Not For Medicinal Use). Azithromycin Amine.(Not For Medicinal Use).,USP,5000,Kg,10919,122,Usd,27297500,,7570961.5,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown ,Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Brilliant Pharmaceuticals Ltd,"Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China China",29,Shanghai,China
Jnpt,Innsa1,0,2025-11-27,29419090,Azithromycin Amine. Azithromycin Amine.,USP,5000,Kg,10919,122,Usd,47497648,,13173473,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown ,Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Brilliant Pharmaceuticals Ltd,"Office F, 32/F, Plaza 88 No.88 Yeun G Uk Road, Tsuen Wan Nt, Hong Kong China ., ., China China",29,Shanghai,China
Jnpt,Innsa1,8,2025-11-18,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,5000,Kg,11010.98,123,Usd,58082896,,16109291,0303015195,Pragati Raw Pharma Pvt Ltd,"401, Sai Chambers, Near Santacruz ,Bus Depot, Santacruz (East)","Mumbai, Maharashtra.",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,0,2025-11-18,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,5000,Kg,11010.98,123,Usd,58358172,,16185639,0303015195,Pragati Raw Pharma Pvt Ltd,"401, Sai Chambers, Near Santacruz ,Bus Depot, Santacruz (East)","Mumbai, Maharashtra.",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,0,2025-11-28,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,5000,Kg,11011.18,123,Usd,52578404,,14582620,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah ,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,9,2025-11-28,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,5000,Kg,11011.18,123,Usd,58909832,,16338643,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah ,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,0,2025-11-11,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,5000,Kg,11011.18,123,Usd,71110224,,19722422,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah ,Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,383,2025-11-05,29419090,Azithromycin Amine Azithromycin Amine,USP,5000,Kg,11087.5,125,Usd,16631250,,0,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing,,Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Hong Kong Xinsheng Medical Technology Co Ltd,"Co., Limited. Room 804,8Th Flr.,Fa R East Consortium Building 121 Des Vocux Road Central, Hong Kong Hong Kong",29,Shanghai,China
Jnpt,Innsa1,383,2025-11-05,29419090,Azithromycin Amine Azithromycin Amine,USP,5000,Kg,11087.5,125,Usd,20511876,,5688968.5,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing,,Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Hong Kong Xinsheng Medical Technology Co Ltd,"Co., Limited. Room 804,8Th Flr.,Fa R East Consortium Building 121 Des Vocux Road Central, Hong Kong Hong Kong",29,Shanghai,China
Jnpt,Innsa1,0,2025-11-27,29415000,Azithromycin Amine Azithromycin Amine,USP,5000,Kg,11187.5,125,Usd,13425000,,0,0399015035,Kopran Research Laboratories Ltd,"Parijat House,1076,Dr. E. Moses ,Road,Worli,","Mumbai ,Maharashtra",Hong Kong Xinsheng Medical Technology Co Ltd,"Room 804,8Th Floor,Far East Consort Ium Building 121 Des Voeux Road Cen Tral Hong Kong China",29,Shanghai,China
